CONTRACT_ID,PLAN_ID,RXCUI,TIER,QUANTITY_LIMIT_YN,QUANTITY_LIMIT_AMOUNT,QUANTITY_LIMIT_DAYS,PRIOR_AUTH_YN,STEP_THERAPY_YN,CAPPED_BENEFIT_YN
H3815,35,968766,4,0, , ,N,N,N
H3815,35,900038,4,0, , ,N,N,N
H3815,35,803348,4,0, , ,N,N,N
H3815,35,2598453,4,0, , ,N,N,N
H3815,35,312950,3,1,6,30,N,N,N
H3815,35,1367410,3,0, , ,N,N,N
H3815,35,197397,4,0, , ,N,N,N
H3815,35,803353,4,0, , ,N,N,N
H3815,35,310410,3,0, , ,N,N,N
H3815,35,1357010,4,0, , ,N,N,N
H3815,35,991486,4,0, , ,N,N,N
H3815,35,314228,3,1,6,30,N,N,N
H3815,35,309594,4,0, , ,N,N,N
H3815,35,200172,4,0, , ,N,N,N
H3815,35,903291,4,0, , ,N,N,N
H3815,35,283417,4,0, , ,N,N,N
H3815,35,991528,4,0, , ,N,N,N
H3815,35,314229,3,1,6,30,N,N,N
H3815,37,968766,4,0, , ,N,N,N
H3815,37,900038,4,0, , ,N,N,N
H3815,37,803348,4,0, , ,N,N,N
H3815,37,2598453,4,0, , ,N,N,N
H3815,37,312950,3,1,6,30,N,N,N
H3815,37,1367410,3,0, , ,N,N,N
H3815,37,197397,4,0, , ,N,N,N
H3815,37,803353,4,0, , ,N,N,N
H3815,37,310410,3,0, , ,N,N,N
H3815,37,1357010,4,0, , ,N,N,N
H3815,37,991486,4,0, , ,N,N,N
H3815,37,314228,3,1,6,30,N,N,N
H3815,37,309594,4,0, , ,N,N,N
H3815,37,200172,4,0, , ,N,N,N
H3815,37,903291,4,0, , ,N,N,N
H3815,37,283417,4,0, , ,N,N,N
H3815,37,991528,4,0, , ,N,N,N
H3815,37,314229,3,1,6,30,N,N,N
H3815,38,968766,4,0, , ,N,N,N
H3815,38,900038,4,0, , ,N,N,N
H3815,38,803348,4,0, , ,N,N,N
H3815,38,2598453,4,0, , ,N,N,N
H3815,38,312950,3,1,6,30,N,N,N
H3815,38,1367410,3,0, , ,N,N,N
H3815,38,197397,4,0, , ,N,N,N
H3815,38,803353,4,0, , ,N,N,N
H3815,38,310410,3,0, , ,N,N,N
H3815,38,1357010,4,0, , ,N,N,N
H3815,38,991486,4,0, , ,N,N,N
H3815,38,314228,3,1,6,30,N,N,N
H3815,38,309594,4,0, , ,N,N,N
H3815,38,200172,4,0, , ,N,N,N
H3815,38,903291,4,0, , ,N,N,N
H3815,38,283417,4,0, , ,N,N,N
H3815,38,991528,4,0, , ,N,N,N
H3815,38,314229,3,1,6,30,N,N,N
H3815,40,968766,4,0, , ,N,N,N
H3815,40,900038,4,0, , ,N,N,N
H3815,40,803348,4,0, , ,N,N,N
H3815,40,2598453,4,0, , ,N,N,N
H3815,40,312950,3,1,6,30,N,N,N
H3815,40,1367410,3,0, , ,N,N,N
H3815,40,197397,4,0, , ,N,N,N
H3815,40,803353,4,0, , ,N,N,N
H3815,40,310410,3,0, , ,N,N,N
H3815,40,1357010,4,0, , ,N,N,N
H3815,40,991486,4,0, , ,N,N,N
H3815,40,314228,3,1,6,30,N,N,N
H3815,40,309594,4,0, , ,N,N,N
H3815,40,200172,4,0, , ,N,N,N
H3815,40,903291,4,0, , ,N,N,N
H3815,40,283417,4,0, , ,N,N,N
H3815,40,991528,4,0, , ,N,N,N
H3815,40,314229,3,1,6,30,N,N,N
H3815,43,968766,4,0, , ,N,N,N
H3815,43,900038,4,0, , ,N,N,N
H3815,43,803348,4,0, , ,N,N,N
H3815,43,2598453,4,0, , ,N,N,N
H3815,43,312950,3,1,6,30,N,N,N
H3815,43,1367410,3,0, , ,N,N,N
H3815,43,197397,4,0, , ,N,N,N
H3815,43,803353,4,0, , ,N,N,N
H3815,43,310410,3,0, , ,N,N,N
H3815,43,1357010,4,0, , ,N,N,N
H3815,43,991486,4,0, , ,N,N,N
H3815,43,314228,3,1,6,30,N,N,N
H3815,43,309594,4,0, , ,N,N,N
H3815,43,200172,4,0, , ,N,N,N
H3815,43,903291,4,0, , ,N,N,N
H3815,43,283417,4,0, , ,N,N,N
H3815,43,991528,4,0, , ,N,N,N
H3815,43,314229,3,1,6,30,N,N,N
H3815,46,968766,4,0, , ,N,N,N
H3815,46,900038,4,0, , ,N,N,N
H3815,46,803348,4,0, , ,N,N,N
H3815,46,2598453,4,0, , ,N,N,N
H3815,46,312950,3,1,6,30,N,N,N
H3815,46,1367410,3,0, , ,N,N,N
H3815,46,197397,4,0, , ,N,N,N
H3815,46,803353,4,0, , ,N,N,N
H3815,46,310410,3,0, , ,N,N,N
H3815,46,1357010,4,0, , ,N,N,N
H3815,46,991486,4,0, , ,N,N,N
H3815,46,314228,3,1,6,30,N,N,N
H3815,46,309594,4,0, , ,N,N,N
H3815,46,200172,4,0, , ,N,N,N
H3815,46,903291,4,0, , ,N,N,N
H3815,46,283417,4,0, , ,N,N,N
H3815,46,991528,4,0, , ,N,N,N
H3815,46,314229,3,1,6,30,N,N,N
H3815,47,968766,4,0, , ,N,N,N
H3815,47,900038,4,0, , ,N,N,N
H3815,47,803348,4,0, , ,N,N,N
H3815,47,2598453,4,0, , ,N,N,N
H3815,47,312950,3,1,6,30,N,N,N
H3815,47,1367410,3,0, , ,N,N,N
H3815,47,197397,4,0, , ,N,N,N
H3815,47,803353,4,0, , ,N,N,N
H3815,47,310410,3,0, , ,N,N,N
H3815,47,1357010,4,0, , ,N,N,N
H3815,47,991486,4,0, , ,N,N,N
H3815,47,314228,3,1,6,30,N,N,N
H3815,47,309594,4,0, , ,N,N,N
H3815,47,200172,4,0, , ,N,N,N
H3815,47,903291,4,0, , ,N,N,N
H3815,47,283417,4,0, , ,N,N,N
H3815,47,991528,4,0, , ,N,N,N
H3815,47,314229,3,1,6,30,N,N,N
H3815,48,968766,4,0, , ,N,N,N
H3815,48,900038,4,0, , ,N,N,N
H3815,48,803348,4,0, , ,N,N,N
H3815,48,2598453,4,0, , ,N,N,N
H3815,48,312950,3,1,6,30,N,N,N
H3815,48,1367410,3,0, , ,N,N,N
H3815,48,197397,4,0, , ,N,N,N
H3815,48,803353,4,0, , ,N,N,N
H3815,48,310410,3,0, , ,N,N,N
H3815,48,1357010,4,0, , ,N,N,N
H3815,48,991486,4,0, , ,N,N,N
H3815,48,314228,3,1,6,30,N,N,N
H3815,48,309594,4,0, , ,N,N,N
H3815,48,200172,4,0, , ,N,N,N
H3815,48,903291,4,0, , ,N,N,N
H3815,48,283417,4,0, , ,N,N,N
H3815,48,991528,4,0, , ,N,N,N
H3815,48,314229,3,1,6,30,N,N,N
H3815,49,968766,4,0, , ,N,N,N
H3815,49,900038,4,0, , ,N,N,N
H3815,49,803348,4,0, , ,N,N,N
H3815,49,2598453,4,0, , ,N,N,N
H3815,49,312950,3,1,6,30,N,N,N
H3815,49,1367410,3,0, , ,N,N,N
H3815,49,197397,4,0, , ,N,N,N
H3815,49,803353,4,0, , ,N,N,N
H3815,49,310410,3,0, , ,N,N,N
H3815,49,1357010,4,0, , ,N,N,N
H3815,49,991486,4,0, , ,N,N,N
H3815,49,314228,3,1,6,30,N,N,N
H3815,49,309594,4,0, , ,N,N,N
H3815,49,200172,4,0, , ,N,N,N
H3815,49,903291,4,0, , ,N,N,N
H3815,49,283417,4,0, , ,N,N,N
H3815,49,991528,4,0, , ,N,N,N
H3815,49,314229,3,1,6,30,N,N,N
H3817,11,2598453,1,0, , ,N,N,N
H3817,11,312950,1,1,4,30,N,N,N
H3817,11,1367410,1,0, , ,N,N,N
H3817,11,310410,1,0, , ,N,N,N
H3817,11,314228,1,1,4,30,N,N,N
H3817,11,309594,1,0, , ,N,N,N
H3817,11,314229,1,1,4,30,N,N,N
H3828,1,403957,2,1,4,30,N,N,N
H3828,1,312950,2,1,4,30,N,N,N
H3828,1,402273,2,1,4,30,N,N,N
H3828,1,996179,2,1,4,30,N,N,N
H3828,1,484814,2,1,4,30,N,N,N
H3828,1,757707,2,1,30,30,N,N,N
H3828,1,402019,2,1,4,30,N,N,N
H3828,1,314228,2,1,4,30,N,N,N
H3828,1,349478,2,1,4,30,N,N,N
H3828,1,349479,2,1,4,30,N,N,N
H3828,1,349480,2,1,4,30,N,N,N
H3828,1,314229,2,1,4,30,N,N,N
H3890,1,996757,2,0, , ,N,N,N
H3890,1,1248057,2,0, , ,N,N,N
H3890,1,2598453,2,0, , ,N,N,N
H3890,1,312950,2,1,6,30,N,N,N
H3890,1,1367410,2,0, , ,N,N,N
H3890,1,197397,2,0, , ,N,N,N
H3890,1,861115,2,0, , ,N,N,N
H3890,1,310410,2,0, , ,N,N,N
H3890,1,1357010,2,0, , ,N,N,N
H3890,1,991486,2,0, , ,N,N,N
H3890,1,314228,2,1,6,30,N,N,N
H3890,1,309594,2,0, , ,N,N,N
H3890,1,903291,2,0, , ,N,N,N
H3890,1,283417,2,0, , ,N,N,N
H3890,1,991528,2,0, , ,N,N,N
H3890,1,314229,2,1,6,30,N,N,N
H3890,2,996757,2,0, , ,N,N,N
H3890,2,1248057,2,0, , ,N,N,N
H3890,2,2598453,2,0, , ,N,N,N
H3890,2,312950,2,1,6,30,N,N,N
H3890,2,1367410,2,0, , ,N,N,N
H3890,2,197397,2,0, , ,N,N,N
H3890,2,861115,2,0, , ,N,N,N
H3890,2,310410,2,0, , ,N,N,N
H3890,2,1357010,2,0, , ,N,N,N
H3890,2,991486,2,0, , ,N,N,N
H3890,2,314228,2,1,6,30,N,N,N
H3890,2,309594,2,0, , ,N,N,N
H3890,2,903291,2,0, , ,N,N,N
H3890,2,283417,2,0, , ,N,N,N
H3890,2,991528,2,0, , ,N,N,N
H3890,2,314229,2,1,6,30,N,N,N
H3890,5,996757,2,0, , ,N,N,N
H3890,5,1248057,2,0, , ,N,N,N
H3890,5,2598453,2,0, , ,N,N,N
H3890,5,312950,2,1,6,30,N,N,N
H3890,5,1367410,2,0, , ,N,N,N
H3890,5,197397,2,0, , ,N,N,N
H3890,5,861115,2,0, , ,N,N,N
H3890,5,310410,2,0, , ,N,N,N
H3890,5,1357010,2,0, , ,N,N,N
H3890,5,991486,2,0, , ,N,N,N
H3890,5,314228,2,1,6,30,N,N,N
H3890,5,309594,2,0, , ,N,N,N
H3890,5,903291,2,0, , ,N,N,N
H3890,5,283417,2,0, , ,N,N,N
H3890,5,991528,2,0, , ,N,N,N
H3890,5,314229,2,1,6,30,N,N,N
H3949,24,312950,1,1,6,30,N,N,N
H3949,24,314228,1,1,6,30,N,N,N
H3949,24,314229,1,1,6,30,N,N,N
H3949,30,312950,1,1,6,30,N,N,N
H3949,30,314228,1,1,6,30,N,N,N
H3949,30,314229,1,1,6,30,N,N,N
H3949,31,312950,1,1,6,30,N,N,N
H3949,31,314228,1,1,6,30,N,N,N
H3949,31,314229,1,1,6,30,N,N,N
H3949,32,312950,1,1,6,30,N,N,N
H3949,32,314228,1,1,6,30,N,N,N
H3949,32,314229,1,1,6,30,N,N,N
H3949,35,312950,1,1,6,30,N,N,N
H3949,35,314228,1,1,6,30,N,N,N
H3949,35,314229,1,1,6,30,N,N,N
H3949,45,312950,1,1,6,30,N,N,N
H3949,45,314228,1,1,6,30,N,N,N
H3949,45,314229,1,1,6,30,N,N,N
H3949,46,312950,1,1,6,30,N,N,N
H3949,46,314228,1,1,6,30,N,N,N
H3949,46,314229,1,1,6,30,N,N,N
H3949,47,312950,1,1,6,30,N,N,N
H3949,47,314228,1,1,6,30,N,N,N
H3949,47,314229,1,1,6,30,N,N,N
H3949,48,312950,1,1,6,30,N,N,N
H3949,48,314228,1,1,6,30,N,N,N
H3949,48,314229,1,1,6,30,N,N,N
H3949,49,312950,1,1,6,30,N,N,N
H3949,49,314228,1,1,6,30,N,N,N
H3949,49,314229,1,1,6,30,N,N,N
H3949,50,312950,1,1,6,30,N,N,N
H3949,50,314228,1,1,6,30,N,N,N
H3949,50,314229,1,1,6,30,N,N,N
H3949,52,312950,1,1,6,30,N,N,N
H3949,52,314228,1,1,6,30,N,N,N
H3949,52,314229,1,1,6,30,N,N,N
H3949,53,312950,1,1,6,30,N,N,N
H3949,53,314228,1,1,6,30,N,N,N
H3949,53,314229,1,1,6,30,N,N,N
H3975,1,2598453,1,0, , ,N,N,N
H3975,1,312950,1,1,6,30,N,N,N
H3975,1,402273,1,1,6,30,N,N,N
H3975,1,1367410,1,0, , ,N,N,N
H3975,1,310410,1,0, , ,N,N,N
H3975,1,314228,1,1,6,30,N,N,N
H3975,1,309594,1,0, , ,N,N,N
H3975,1,349478,1,1,6,30,N,N,N
H3975,1,349479,1,1,6,30,N,N,N
H3975,1,349480,1,1,6,30,N,N,N
H3975,1,314229,1,1,6,30,N,N,N
H4003,19,312950,2,1,4,30,N,N,N
H4003,19,484814,2,1,4,30,N,N,N
H4003,19,402019,2,1,4,30,N,N,N
H4003,19,314228,2,1,4,30,N,N,N
H4003,19,314229,2,1,4,30,N,N,N
H4003,34,312950,2,1,4,30,N,N,N
H4003,34,484814,2,1,4,30,N,N,N
H4003,34,402019,2,1,4,30,N,N,N
H4003,34,314228,2,1,4,30,N,N,N
H4003,34,314229,2,1,4,30,N,N,N
H4004,56,312950,2,1,4,30,N,N,N
H4004,56,484814,2,1,4,30,N,N,N
H4004,56,402019,2,1,4,30,N,N,N
H4004,56,314228,2,1,4,30,N,N,N
H4004,56,314229,2,1,4,30,N,N,N
H4004,65,312950,2,1,4,30,N,N,N
H4004,65,484814,2,1,4,30,N,N,N
H4004,65,402019,2,1,4,30,N,N,N
H4004,65,314228,2,1,4,30,N,N,N
H4004,65,314229,2,1,4,30,N,N,N
H4005,4,402096,4,1,6,30,N,N,N
H4005,4,402097,4,1,6,30,N,N,N
H4005,4,213269,4,1,6,30,N,N,N
H4005,4,213270,4,1,6,30,N,N,N
H4005,4,213271,4,1,6,30,N,N,N
H4005,4,312950,2,1,6,30,N,N,N
H4005,4,1367410,1,0, , ,N,N,N
H4005,4,197397,1,0, , ,N,N,N
H4005,4,484814,2,1,6,30,N,N,N
H4005,4,402019,2,1,6,30,N,N,N
H4005,4,310410,1,0, , ,N,N,N
H4005,4,991486,1,0, , ,N,N,N
H4005,4,314228,2,1,6,30,N,N,N
H4005,4,309594,2,0, , ,N,N,N
H4005,4,283417,1,0, , ,N,N,N
H4005,4,198102,3,0, , ,N,N,N
H4005,4,314229,2,1,6,30,N,N,N
H4007,12,2598453,1,0, , ,N,N,N
H4007,12,312950,1,1,6,30,N,N,N
H4007,12,1367410,1,0, , ,N,N,N
H4007,12,310410,1,0, , ,N,N,N
H4007,12,314228,1,1,6,30,N,N,N
H4007,12,309594,1,0, , ,N,N,N
H4007,12,314229,1,1,6,30,N,N,N
H4007,21,2598453,1,0, , ,N,N,N
H4007,21,312950,1,1,6,30,N,N,N
H4007,21,1367410,1,0, , ,N,N,N
H4007,21,310410,1,0, , ,N,N,N
H4007,21,314228,1,1,6,30,N,N,N
H4007,21,309594,1,0, , ,N,N,N
H4007,21,314229,1,1,6,30,N,N,N
H4007,24,2598453,1,0, , ,N,N,N
H4007,24,312950,1,1,6,30,N,N,N
H4007,24,1367410,1,0, , ,N,N,N
H4007,24,310410,1,0, , ,N,N,N
H4007,24,314228,1,1,6,30,N,N,N
H4007,24,309594,1,0, , ,N,N,N
H4007,24,314229,1,1,6,30,N,N,N
H4007,25,2598453,1,0, , ,N,N,N
H4007,25,312950,1,1,6,30,N,N,N
H4007,25,1367410,1,0, , ,N,N,N
H4007,25,310410,1,0, , ,N,N,N
H4007,25,314228,1,1,6,30,N,N,N
H4007,25,309594,1,0, , ,N,N,N
H4007,25,314229,1,1,6,30,N,N,N
H4007,28,2598453,1,0, , ,N,N,N
H4007,28,312950,1,1,6,30,N,N,N
H4007,28,1367410,1,0, , ,N,N,N
H4007,28,310410,1,0, , ,N,N,N
H4007,28,314228,1,1,6,30,N,N,N
H4007,28,309594,1,0, , ,N,N,N
H4007,28,314229,1,1,6,30,N,N,N
H4007,29,2598453,1,0, , ,N,N,N
H4007,29,312950,1,1,6,30,N,N,N
H4007,29,1367410,1,0, , ,N,N,N
H4007,29,310410,1,0, , ,N,N,N
H4007,29,314228,1,1,6,30,N,N,N
H4007,29,309594,1,0, , ,N,N,N
H4007,29,314229,1,1,6,30,N,N,N
H4036,28,312950,1,1,4,30,N,N,N
H4036,28,314228,1,1,4,30,N,N,N
H4036,28,314229,1,1,4,30,N,N,N
H4073,1,2598453,1,0, , ,N,N,N
H4073,1,312950,1,1,6,30,N,N,N
H4073,1,402273,1,1,6,30,N,N,N
H4073,1,1367410,1,0, , ,N,N,N
H4073,1,310410,1,0, , ,N,N,N
H4073,1,314228,1,1,6,30,N,N,N
H4073,1,309594,1,0, , ,N,N,N
H4073,1,349478,1,1,6,30,N,N,N
H4073,1,349479,1,1,6,30,N,N,N
H4073,1,349480,1,1,6,30,N,N,N
H4073,1,314229,1,1,6,30,N,N,N
H4140,1,312950,6,1,4,30,N,N,N
H4140,1,1367410,6,0, , ,N,N,N
H4140,1,197397,6,0, , ,N,N,N
H4140,1,484814,6,1,4,30,N,N,N
H4140,1,402019,6,1,4,30,N,N,N
H4140,1,310410,6,0, , ,N,N,N
H4140,1,314228,6,1,4,30,N,N,N
H4140,1,309594,6,1,10,30,N,N,N
H4140,1,283417,6,0, , ,N,N,N
H4140,1,314229,6,1,4,30,N,N,N
H4140,2,312950,6,1,4,30,N,N,N
H4140,2,1367410,6,0, , ,N,N,N
H4140,2,197397,6,0, , ,N,N,N
H4140,2,484814,6,1,4,30,N,N,N
H4140,2,402019,6,1,4,30,N,N,N
H4140,2,310410,6,0, , ,N,N,N
H4140,2,314228,6,1,4,30,N,N,N
H4140,2,309594,6,1,10,30,N,N,N
H4140,2,283417,6,0, , ,N,N,N
H4140,2,314229,6,1,4,30,N,N,N
H4140,4,312950,6,1,4,30,N,N,N
H4140,4,1367410,6,0, , ,N,N,N
H4140,4,197397,6,0, , ,N,N,N
H4140,4,484814,6,1,4,30,N,N,N
H4140,4,402019,6,1,4,30,N,N,N
H4140,4,310410,6,0, , ,N,N,N
H4140,4,314228,6,1,4,30,N,N,N
H4140,4,309594,6,1,10,30,N,N,N
H4140,4,283417,6,0, , ,N,N,N
H4140,4,314229,6,1,4,30,N,N,N
H4140,5,312950,6,1,4,30,N,N,N
H4140,5,1367410,6,0, , ,N,N,N
H4140,5,197397,6,0, , ,N,N,N
H4140,5,484814,6,1,4,30,N,N,N
H4140,5,402019,6,1,4,30,N,N,N
H4140,5,310410,6,0, , ,N,N,N
H4140,5,314228,6,1,4,30,N,N,N
H4140,5,309594,6,1,10,30,N,N,N
H4140,5,283417,6,0, , ,N,N,N
H4140,5,314229,6,1,4,30,N,N,N
H4140,9,312950,6,1,4,30,N,N,N
H4140,9,1367410,6,0, , ,N,N,N
H4140,9,197397,6,0, , ,N,N,N
H4140,9,484814,6,1,4,30,N,N,N
H4140,9,402019,6,1,4,30,N,N,N
H4140,9,310410,6,0, , ,N,N,N
H4140,9,314228,6,1,4,30,N,N,N
H4140,9,309594,6,1,10,30,N,N,N
H4140,9,283417,6,0, , ,N,N,N
H4140,9,314229,6,1,4,30,N,N,N
H4140,10,312950,6,1,4,30,N,N,N
H4140,10,1367410,6,0, , ,N,N,N
H4140,10,197397,6,0, , ,N,N,N
H4140,10,484814,6,1,4,30,N,N,N
H4140,10,402019,6,1,4,30,N,N,N
H4140,10,310410,6,0, , ,N,N,N
H4140,10,314228,6,1,4,30,N,N,N
H4140,10,309594,6,1,10,30,N,N,N
H4140,10,283417,6,0, , ,N,N,N
H4140,10,314229,6,1,4,30,N,N,N
H4140,12,312950,6,1,4,30,N,N,N
H4140,12,1367410,6,0, , ,N,N,N
H4140,12,197397,6,0, , ,N,N,N
H4140,12,484814,6,1,4,30,N,N,N
H4140,12,402019,6,1,4,30,N,N,N
H4140,12,310410,6,0, , ,N,N,N
H4140,12,314228,6,1,4,30,N,N,N
H4140,12,309594,6,1,10,30,N,N,N
H4140,12,283417,6,0, , ,N,N,N
H4140,12,314229,6,1,4,30,N,N,N
H4140,13,312950,6,1,4,30,N,N,N
H4140,13,1367410,6,0, , ,N,N,N
H4140,13,197397,6,0, , ,N,N,N
H4140,13,484814,6,1,4,30,N,N,N
H4140,13,402019,6,1,4,30,N,N,N
H4140,13,310410,6,0, , ,N,N,N
H4140,13,314228,6,1,4,30,N,N,N
H4140,13,309594,6,1,10,30,N,N,N
H4140,13,283417,6,0, , ,N,N,N
H4140,13,314229,6,1,4,30,N,N,N
H4140,14,312950,6,1,4,30,N,N,N
H4140,14,1367410,6,0, , ,N,N,N
H4140,14,197397,6,0, , ,N,N,N
H4140,14,484814,6,1,4,30,N,N,N
H4140,14,402019,6,1,4,30,N,N,N
H4140,14,310410,6,0, , ,N,N,N
H4140,14,314228,6,1,4,30,N,N,N
H4140,14,309594,6,1,10,30,N,N,N
H4140,14,283417,6,0, , ,N,N,N
H4140,14,314229,6,1,4,30,N,N,N
H4141,15,312950,1,1,6,30,N,N,N
H4141,15,1551474,2,1,120,30,Y,N,N
H4141,15,314228,1,1,6,30,N,N,N
H4141,15,314229,1,1,6,30,N,N,N
H4141,17,312950,1,1,6,30,N,N,N
H4141,17,1551474,2,1,120,30,Y,N,N
H4141,17,314228,1,1,6,30,N,N,N
H4141,17,314229,1,1,6,30,N,N,N
H4161,2,312950,1,1,4,30,N,N,N
H4161,2,314228,1,1,4,30,N,N,N
H4161,2,314229,1,1,4,30,N,N,N
H4161,9,312950,1,1,4,30,N,N,N
H4161,9,314228,1,1,4,30,N,N,N
H4161,9,314229,1,1,4,30,N,N,N
H4161,10,312950,1,1,4,30,N,N,N
H4161,10,314228,1,1,4,30,N,N,N
H4161,10,314229,1,1,4,30,N,N,N
H4161,11,312950,1,1,4,30,N,N,N
H4161,11,314228,1,1,4,30,N,N,N
H4161,11,314229,1,1,4,30,N,N,N
H4161,12,312950,1,1,4,30,N,N,N
H4161,12,314228,1,1,4,30,N,N,N
H4161,12,314229,1,1,4,30,N,N,N
H4161,13,312950,1,1,4,30,N,N,N
H4161,13,314228,1,1,4,30,N,N,N
H4161,13,314229,1,1,4,30,N,N,N
H4286,1,312950,5,1,8,30,N,N,Y
H4286,1,1367410,5,0, , ,N,N,N
H4286,1,197397,5,0, , ,N,N,N
H4286,1,310410,5,0, , ,N,N,N
H4286,1,314228,5,1,8,30,N,N,Y
H4286,1,309594,5,0, , ,N,N,N
H4286,1,283417,5,0, , ,N,N,N
H4286,1,314229,5,1,8,30,N,N,Y
H4286,2,312950,5,1,8,30,N,N,Y
H4286,2,1367410,5,0, , ,N,N,N
H4286,2,197397,5,0, , ,N,N,N
H4286,2,310410,5,0, , ,N,N,N
H4286,2,314228,5,1,8,30,N,N,Y
H4286,2,309594,5,0, , ,N,N,N
H4286,2,283417,5,0, , ,N,N,N
H4286,2,314229,5,1,8,30,N,N,Y
H4286,3,312950,5,1,8,30,N,N,Y
H4286,3,1367410,5,0, , ,N,N,N
H4286,3,197397,5,0, , ,N,N,N
H4286,3,310410,5,0, , ,N,N,N
H4286,3,314228,5,1,8,30,N,N,Y
H4286,3,309594,5,0, , ,N,N,N
H4286,3,283417,5,0, , ,N,N,N
H4286,3,314229,5,1,8,30,N,N,Y
H4286,4,312950,5,1,8,30,N,N,Y
H4286,4,1367410,5,0, , ,N,N,N
H4286,4,197397,5,0, , ,N,N,N
H4286,4,310410,5,0, , ,N,N,N
H4286,4,314228,5,1,8,30,N,N,Y
H4286,4,309594,5,0, , ,N,N,N
H4286,4,283417,5,0, , ,N,N,N
H4286,4,314229,5,1,8,30,N,N,Y
H4286,5,312950,5,1,8,30,N,N,Y
H4286,5,1367410,5,0, , ,N,N,N
H4286,5,197397,5,0, , ,N,N,N
H4286,5,310410,5,0, , ,N,N,N
H4286,5,314228,5,1,8,30,N,N,Y
H4286,5,309594,5,0, , ,N,N,N
H4286,5,283417,5,0, , ,N,N,N
H4286,5,314229,5,1,8,30,N,N,Y
H4346,17,312950,1,1,4,30,N,N,N
H4346,17,314228,1,1,4,30,N,N,N
H4346,17,314229,1,1,4,30,N,N,N
H4407,27,312950,1,1,6,30,N,N,N
H4407,27,314228,1,1,6,30,N,N,N
H4407,27,314229,1,1,6,30,N,N,N
H4407,28,312950,1,1,6,30,N,N,N
H4407,28,314228,1,1,6,30,N,N,N
H4407,28,314229,1,1,6,30,N,N,N
H4407,30,312950,1,1,6,30,N,N,N
H4407,30,314228,1,1,6,30,N,N,N
H4407,30,314229,1,1,6,30,N,N,N
H4461,25,312950,1,1,6,30,N,N,N
H4461,25,1551474,2,1,120,30,Y,N,N
H4461,25,314228,1,1,6,30,N,N,N
H4461,25,314229,1,1,6,30,N,N,N
H4461,35,312950,1,1,6,30,N,N,N
H4461,35,1551474,2,1,120,30,Y,N,N
H4461,35,314228,1,1,6,30,N,N,N
H4461,35,314229,1,1,6,30,N,N,N
H4461,39,312950,1,1,6,30,N,N,N
H4461,39,1551474,2,1,120,30,Y,N,N
H4461,39,314228,1,1,6,30,N,N,N
H4461,39,314229,1,1,6,30,N,N,N
H4461,40,312950,1,1,6,30,N,N,N
H4461,40,1551474,2,1,120,30,Y,N,N
H4461,40,314228,1,1,6,30,N,N,N
H4461,40,314229,1,1,6,30,N,N,N
H4461,41,312950,1,1,6,30,N,N,N
H4461,41,1551474,2,1,120,30,Y,N,N
H4461,41,314228,1,1,6,30,N,N,N
H4461,41,314229,1,1,6,30,N,N,N
H4461,43,312950,1,1,6,30,N,N,N
H4461,43,1551474,2,1,120,30,Y,N,N
H4461,43,314228,1,1,6,30,N,N,N
H4461,43,314229,1,1,6,30,N,N,N
H4506,3,2598453,1,0, , ,N,N,N
H4506,3,312950,1,1,6,30,N,N,N
H4506,3,402273,1,1,6,30,N,N,N
H4506,3,1367410,1,0, , ,N,N,N
H4506,3,310410,1,0, , ,N,N,N
H4506,3,314228,1,1,6,30,N,N,N
H4506,3,309594,1,0, , ,N,N,N
H4506,3,349478,1,1,6,30,N,N,N
H4506,3,349479,1,1,6,30,N,N,N
H4506,3,349480,1,1,6,30,N,N,N
H4506,3,314229,1,1,6,30,N,N,N
H4506,29,2598453,1,0, , ,N,N,N
H4506,29,312950,1,1,6,30,N,N,N
H4506,29,402273,1,1,6,30,N,N,N
H4506,29,1367410,1,0, , ,N,N,N
H4506,29,310410,1,0, , ,N,N,N
H4506,29,314228,1,1,6,30,N,N,N
H4506,29,309594,1,0, , ,N,N,N
H4506,29,349478,1,1,6,30,N,N,N
H4506,29,349479,1,1,6,30,N,N,N
H4506,29,349480,1,1,6,30,N,N,N
H4506,29,314229,1,1,6,30,N,N,N
H4506,30,2598453,1,0, , ,N,N,N
H4506,30,312950,1,1,6,30,N,N,N
H4506,30,402273,1,1,6,30,N,N,N
H4506,30,1367410,1,0, , ,N,N,N
H4506,30,310410,1,0, , ,N,N,N
H4506,30,314228,1,1,6,30,N,N,N
H4506,30,309594,1,0, , ,N,N,N
H4506,30,349478,1,1,6,30,N,N,N
H4506,30,349479,1,1,6,30,N,N,N
H4506,30,349480,1,1,6,30,N,N,N
H4506,30,314229,1,1,6,30,N,N,N
H4513,26,312950,1,1,6,30,N,N,N
H4513,26,314228,1,1,6,30,N,N,N
H4513,26,314229,1,1,6,30,N,N,N
H4513,30,312950,1,1,6,30,N,N,N
H4513,30,314228,1,1,6,30,N,N,N
H4513,30,314229,1,1,6,30,N,N,N
H4513,36,312950,1,1,6,30,N,N,N
H4513,36,314228,1,1,6,30,N,N,N
H4513,36,314229,1,1,6,30,N,N,N
H4513,37,312950,1,1,6,30,N,N,N
H4513,37,314228,1,1,6,30,N,N,N
H4513,37,314229,1,1,6,30,N,N,N
H4513,38,312950,1,1,6,30,N,N,N
H4513,38,314228,1,1,6,30,N,N,N
